Interacao,Tempo_execucao,resCode,texto
8,1.426870584487915,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.4508569240570068,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.1228721141815186,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3711488246917725,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.2119996547698975,200,"Certo, o senhor sente dificuldade para comer?"
5,1.2161850929260254,200,"Certo, e falta de vontade de comer?"
6,1.2218172550201416,200,"Certo, e tem inchaço nas pernas?"
7,1.1950819492340088,200,"Certo, e falta de ar você tem?"
8,1.4188458919525146,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.399033784866333,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.0377540588378906,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.5010781288146973,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.2058312892913818,200,"Certo, o senhor sente dificuldade para comer?"
5,1.2189459800720215,200,"Certo, e falta de vontade de comer?"
6,1.1968281269073486,200,"Certo, e tem inchaço nas pernas?"
7,1.175205945968628,200,"Certo, e falta de ar você tem?"
8,1.4201970100402832,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.4251782894134521,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.0284228324890137,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3421130180358887,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.192706823348999,200,"Certo, o senhor sente dificuldade para comer?"
5,1.1978302001953125,200,"Certo, e falta de vontade de comer?"
6,1.1608848571777344,200,"Certo, e tem inchaço nas pernas?"
7,1.1683201789855957,200,"Certo, e falta de ar você tem?"
8,1.409341812133789,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.42863130569458,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.037662982940674,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3762164115905762,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.1781895160675049,200,"Certo, o senhor sente dificuldade para comer?"
5,1.1784744262695312,200,"Certo, e falta de vontade de comer?"
6,1.1914746761322021,200,"Certo, e tem inchaço nas pernas?"
7,1.1717472076416016,200,"Certo, e falta de ar você tem?"
8,1.3961889743804932,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.4188997745513916,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,1.9965543746948242,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.329016923904419,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.1976215839385986,200,"Certo, o senhor sente dificuldade para comer?"
5,1.2346067428588867,200,"Certo, e falta de vontade de comer?"
6,1.2041254043579102,200,"Certo, e tem inchaço nas pernas?"
7,1.193460464477539,200,"Certo, e falta de ar você tem?"
8,1.4196710586547852,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.3647410869598389,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.043503761291504,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3326935768127441,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.2586007118225098,200,"Certo, o senhor sente dificuldade para comer?"
5,1.1887428760528564,200,"Certo, e falta de vontade de comer?"
6,1.2013750076293945,200,"Certo, e tem inchaço nas pernas?"
7,1.2261207103729248,200,"Certo, e falta de ar você tem?"
8,1.3933429718017578,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.3629515171051025,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.016049385070801,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3476011753082275,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.1768019199371338,200,"Certo, o senhor sente dificuldade para comer?"
5,1.2046921253204346,200,"Certo, e falta de vontade de comer?"
6,1.189610242843628,200,"Certo, e tem inchaço nas pernas?"
7,1.196136713027954,200,"Certo, e falta de ar você tem?"
8,1.4095313549041748,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.409710168838501,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.0718798637390137,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3438079357147217,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.1833126544952393,200,"Certo, o senhor sente dificuldade para comer?"
5,1.2052624225616455,200,"Certo, e falta de vontade de comer?"
6,1.179483413696289,200,"Certo, e tem inchaço nas pernas?"
7,1.1809110641479492,200,"Certo, e falta de ar você tem?"
8,1.379499912261963,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.3673338890075684,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,1.9966259002685547,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3569910526275635,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.2058756351470947,200,"Certo, o senhor sente dificuldade para comer?"
5,1.1726384162902832,200,"Certo, e falta de vontade de comer?"
6,1.2080252170562744,200,"Certo, e tem inchaço nas pernas?"
7,1.1660950183868408,200,"Certo, e falta de ar você tem?"
8,1.3892228603363037,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.3434619903564453,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,1.9757697582244873,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3593497276306152,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.2247076034545898,200,"Certo, o senhor sente dificuldade para comer?"
5,1.258267879486084,200,"Certo, e falta de vontade de comer?"
6,1.1708803176879883,200,"Certo, e tem inchaço nas pernas?"
7,1.1875338554382324,200,"Certo, e falta de ar você tem?"
8,1.4116542339324951,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.408677101135254,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.089292526245117,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3454320430755615,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.2534360885620117,200,"Certo, o senhor sente dificuldade para comer?"
5,1.2584919929504395,200,"Certo, e falta de vontade de comer?"
6,1.1977038383483887,200,"Certo, e tem inchaço nas pernas?"
7,1.1966383457183838,200,"Certo, e falta de ar você tem?"
8,1.4038589000701904,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.35758376121521,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.0882632732391357,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.394554615020752,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.1978890895843506,200,"Certo, o senhor sente dificuldade para comer?"
5,1.179934024810791,200,"Certo, e falta de vontade de comer?"
6,1.1997711658477783,200,"Certo, e tem inchaço nas pernas?"
7,1.188683271408081,200,"Certo, e falta de ar você tem?"
8,1.4202938079833984,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.39829683303833,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,1.9909405708312988,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3377819061279297,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.1905741691589355,200,"Certo, o senhor sente dificuldade para comer?"
5,1.2370095252990723,200,"Certo, e falta de vontade de comer?"
6,1.206482172012329,200,"Certo, e tem inchaço nas pernas?"
7,1.1790156364440918,200,"Certo, e falta de ar você tem?"
8,1.4090564250946045,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.4730093479156494,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.148834228515625,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3284072875976562,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.2048044204711914,200,"Certo, o senhor sente dificuldade para comer?"
5,1.215142011642456,200,"Certo, e falta de vontade de comer?"
6,1.221308946609497,200,"Certo, e tem inchaço nas pernas?"
7,1.2142741680145264,200,"Certo, e falta de ar você tem?"
8,1.3779938220977783,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.3478131294250488,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.0292341709136963,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3889427185058594,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.2314062118530273,200,"Certo, o senhor sente dificuldade para comer?"
5,1.2239625453948975,200,"Certo, e falta de vontade de comer?"
6,1.1805434226989746,200,"Certo, e tem inchaço nas pernas?"
7,1.1939151287078857,200,"Certo, e falta de ar você tem?"
8,1.4038052558898926,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.4240407943725586,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.1840221881866455,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3355863094329834,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.208432674407959,200,"Certo, o senhor sente dificuldade para comer?"
5,1.202657699584961,200,"Certo, e falta de vontade de comer?"
6,1.1949284076690674,200,"Certo, e tem inchaço nas pernas?"
7,1.236135482788086,200,"Certo, e falta de ar você tem?"
8,1.3806238174438477,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.4107470512390137,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.1196582317352295,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3738462924957275,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.200223445892334,200,"Certo, o senhor sente dificuldade para comer?"
5,1.2077617645263672,200,"Certo, e falta de vontade de comer?"
6,1.1740550994873047,200,"Certo, e tem inchaço nas pernas?"
7,1.1666944026947021,200,"Certo, e falta de ar você tem?"
8,1.4137065410614014,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.4393739700317383,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.0236010551452637,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.342475175857544,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.1956841945648193,200,"Certo, o senhor sente dificuldade para comer?"
5,1.1937966346740723,200,"Certo, e falta de vontade de comer?"
6,1.204317331314087,200,"Certo, e tem inchaço nas pernas?"
7,1.2082979679107666,200,"Certo, e falta de ar você tem?"
8,1.4373457431793213,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.4300193786621094,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.0724637508392334,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3473625183105469,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.1966702938079834,200,"Certo, o senhor sente dificuldade para comer?"
5,1.1744179725646973,200,"Certo, e falta de vontade de comer?"
6,1.2171592712402344,200,"Certo, e tem inchaço nas pernas?"
7,1.183258295059204,200,"Certo, e falta de ar você tem?"
8,1.3785791397094727,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.427582025527954,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.1015851497650146,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.39151930809021,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.229140281677246,200,"Certo, o senhor sente dificuldade para comer?"
5,1.185873031616211,200,"Certo, e falta de vontade de comer?"
6,1.2001566886901855,200,"Certo, e tem inchaço nas pernas?"
7,1.1934537887573242,200,"Certo, e falta de ar você tem?"
8,1.4145517349243164,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.3951692581176758,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.0776476860046387,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.338240146636963,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.1981933116912842,200,"Certo, o senhor sente dificuldade para comer?"
5,1.2170310020446777,200,"Certo, e falta de vontade de comer?"
6,1.1952273845672607,200,"Certo, e tem inchaço nas pernas?"
7,1.1881191730499268,200,"Certo, e falta de ar você tem?"
8,1.4336018562316895,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.3963236808776855,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,1.9508180618286133,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3750417232513428,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.2136592864990234,200,"Certo, o senhor sente dificuldade para comer?"
5,1.2177464962005615,200,"Certo, e falta de vontade de comer?"
6,1.2197821140289307,200,"Certo, e tem inchaço nas pernas?"
7,1.2197511196136475,200,"Certo, e falta de ar você tem?"
8,1.4236795902252197,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.4395060539245605,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.023226261138916,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3517823219299316,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.2051196098327637,200,"Certo, o senhor sente dificuldade para comer?"
5,1.1822631359100342,200,"Certo, e falta de vontade de comer?"
6,1.1933367252349854,200,"Certo, e tem inchaço nas pernas?"
7,1.1842041015625,200,"Certo, e falta de ar você tem?"
8,1.387664556503296,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.360403299331665,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.1417033672332764,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3308351039886475,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.2164034843444824,200,"Certo, o senhor sente dificuldade para comer?"
5,1.2027134895324707,200,"Certo, e falta de vontade de comer?"
6,1.2114002704620361,200,"Certo, e tem inchaço nas pernas?"
7,1.17537260055542,200,"Certo, e falta de ar você tem?"
8,1.3684334754943848,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.377910852432251,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.010035514831543,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3425555229187012,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.2163162231445312,200,"Certo, o senhor sente dificuldade para comer?"
5,1.2367229461669922,200,"Certo, e falta de vontade de comer?"
6,1.177769422531128,200,"Certo, e tem inchaço nas pernas?"
7,1.2246088981628418,200,"Certo, e falta de ar você tem?"
8,1.3627769947052002,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.3866057395935059,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.003434896469116,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.330005168914795,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.2141449451446533,200,"Certo, o senhor sente dificuldade para comer?"
5,1.210017204284668,200,"Certo, e falta de vontade de comer?"
6,1.1971070766448975,200,"Certo, e tem inchaço nas pernas?"
7,1.1729753017425537,200,"Certo, e falta de ar você tem?"
8,1.3846874237060547,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.3822605609893799,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,1.9797279834747314,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3609750270843506,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.210862398147583,200,"Certo, o senhor sente dificuldade para comer?"
5,1.237576961517334,200,"Certo, e falta de vontade de comer?"
6,1.2616477012634277,200,"Certo, e tem inchaço nas pernas?"
7,1.185049295425415,200,"Certo, e falta de ar você tem?"
8,1.399906873703003,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.3706591129302979,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,1.9947495460510254,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.4222912788391113,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.2415416240692139,200,"Certo, o senhor sente dificuldade para comer?"
5,1.2314996719360352,200,"Certo, e falta de vontade de comer?"
6,1.2252717018127441,200,"Certo, e tem inchaço nas pernas?"
7,1.2039384841918945,200,"Certo, e falta de ar você tem?"
8,1.4073643684387207,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.3702068328857422,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,1.9633519649505615,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3337604999542236,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.1739296913146973,200,"Certo, o senhor sente dificuldade para comer?"
5,1.187734603881836,200,"Certo, e falta de vontade de comer?"
6,1.2434349060058594,200,"Certo, e tem inchaço nas pernas?"
7,1.1728289127349854,200,"Certo, e falta de ar você tem?"
8,1.3861184120178223,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.3757166862487793,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,1.9970958232879639,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.4007720947265625,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.2053470611572266,200,"Certo, o senhor sente dificuldade para comer?"
5,1.177250623703003,200,"Certo, e falta de vontade de comer?"
6,1.2582859992980957,200,"Certo, e tem inchaço nas pernas?"
7,1.1887083053588867,200,"Certo, e falta de ar você tem?"
8,1.4165096282958984,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.3895936012268066,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.012406587600708,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3511145114898682,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.1923308372497559,200,"Certo, o senhor sente dificuldade para comer?"
5,1.201465129852295,200,"Certo, e falta de vontade de comer?"
6,1.1922156810760498,200,"Certo, e tem inchaço nas pernas?"
7,1.2478859424591064,200,"Certo, e falta de ar você tem?"
8,1.4029581546783447,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.4190948009490967,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,1.9677927494049072,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3547992706298828,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.187469244003296,200,"Certo, o senhor sente dificuldade para comer?"
5,1.2455716133117676,200,"Certo, e falta de vontade de comer?"
6,1.2213914394378662,200,"Certo, e tem inchaço nas pernas?"
7,1.1721596717834473,200,"Certo, e falta de ar você tem?"
8,1.369079828262329,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.3647270202636719,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
